,GEO,SEX,AGE_M3,VALUE
19572,NO03,F,18-29,65474.0
19573,NO03,F,30-39,59443.0
19574,NO03,F,40+,251144.0
19575,NO03,F,<18,100403.0
19576,NO03,F,TOTAL,476464.0
19577,NO03,M,18-29,69236.0
19578,NO03,M,30-39,60653.0
19579,NO03,M,40+,235419.0
19580,NO03,M,<18,107034.0
19581,NO03,M,TOTAL,472342.0
19582,NO03,T,18-29,110156.0
19583,NO03,T,30-39,120096.0
19584,NO03,T,40+,486563.0
19585,NO03,T,TOTAL,948806.0
19586,NO031,F,18-29,18845.0
19587,NO031,F,30-39,17366.0
19588,NO031,F,40+,73890.0
19589,NO031,F,<18,29482.0
19590,NO031,F,TOTAL,139583.0
19591,NO031,M,18-29,20004.0
19592,NO031,M,30-39,17774.0
19593,NO031,M,40+,69130.0
19594,NO031,M,<18,31523.0
19595,NO031,M,TOTAL,138431.0
19596,NO031,T,18-29,31540.0
19597,NO031,T,30-39,35140.0
19598,NO031,T,40+,143020.0
19599,NO031,T,TOTAL,278014.0
19600,NO032,F,18-29,18371.0
19601,NO032,F,30-39,17392.0
19602,NO032,F,40+,68297.0
19603,NO032,F,<18,28276.0
19604,NO032,F,TOTAL,132336.0
19605,NO032,M,18-29,19268.0
19606,NO032,M,30-39,17983.0
19607,NO032,M,40+,65066.0
19608,NO032,M,<18,30090.0
19609,NO032,M,TOTAL,132407.0
19610,NO032,T,18-29,31192.0
19611,NO032,T,30-39,35375.0
19612,NO032,T,40+,133363.0
19613,NO032,T,TOTAL,264743.0
19614,NO033,F,18-29,16388.0
19615,NO033,F,30-39,14695.0
19616,NO033,F,40+,62778.0
19617,NO033,F,<18,25130.0
19618,NO033,F,TOTAL,118991.0
19619,NO033,M,18-29,17256.0
19620,NO033,M,30-39,14714.0
19621,NO033,M,40+,58190.0
19622,NO033,M,<18,26969.0
19623,NO033,M,TOTAL,117129.0
19624,NO033,T,18-29,27350.0
19625,NO033,T,30-39,29409.0
19626,NO033,T,40+,120968.0
19627,NO033,T,TOTAL,236120.0
19628,NO034,F,18-29,11870.0
19629,NO034,F,30-39,9990.0
19630,NO034,F,40+,46179.0
19631,NO034,F,<18,17515.0
19632,NO034,F,TOTAL,85554.0
19633,NO034,M,18-29,12708.0
19634,NO034,M,30-39,10182.0
19635,NO034,M,40+,43033.0
19636,NO034,M,<18,18452.0
19637,NO034,M,TOTAL,84375.0
19638,NO034,T,18-29,20074.0
19639,NO034,T,30-39,20172.0
19640,NO034,T,40+,89212.0
19641,NO034,T,TOTAL,169929.0
19642,NO04,F,18-29,57224.0
19643,NO04,F,30-39,48714.0
19644,NO04,F,40+,167756.0
19645,NO04,F,<18,86920.0
19646,NO04,F,TOTAL,360614.0
19647,NO04,M,18-29,60939.0
19648,NO04,M,30-39,52451.0
19649,NO04,M,40+,163254.0
19650,NO04,M,<18,90561.0
19651,NO04,M,TOTAL,367205.0
19652,NO04,T,18-29,97750.0
19653,NO04,T,30-39,101165.0
19654,NO04,T,40+,331010.0
19655,NO04,T,TOTAL,727819.0
19656,NO041,F,18-29,8005.0
19657,NO041,F,30-39,7001.0
19658,NO041,F,40+,28021.0
19659,NO041,F,<18,12523.0
19660,NO041,F,TOTAL,55550.0
19661,NO041,M,18-29,8544.0
19662,NO041,M,30-39,7269.0
19663,NO041,M,40+,26794.0
19664,NO041,M,<18,13212.0
19665,NO041,M,TOTAL,55819.0
19666,NO041,T,18-29,13431.0
19667,NO041,T,30-39,14270.0
19668,NO041,T,40+,54815.0
19669,NO041,T,TOTAL,111369.0
19670,NO042,F,18-29,13568.0
19671,NO042,F,30-39,11305.0
19672,NO042,F,40+,41737.0
19673,NO042,F,<18,20569.0
19674,NO042,F,TOTAL,87179.0
19675,NO042,M,18-29,14508.0
19676,NO042,M,30-39,11553.0
19677,NO042,M,40+,39740.0
19678,NO042,M,<18,21204.0
19679,NO042,M,TOTAL,87005.0
19680,NO042,T,18-29,23016.0
19681,NO042,T,30-39,22858.0
19682,NO042,T,40+,81477.0
19683,NO042,T,TOTAL,174184.0
19684,NO043,F,18-29,35651.0
19685,NO043,F,30-39,30408.0
19686,NO043,F,40+,97998.0
19687,NO043,F,<18,53828.0
19688,NO043,F,TOTAL,217885.0
19689,NO043,M,18-29,37887.0
19690,NO043,M,30-39,33629.0
19691,NO043,M,40+,96720.0
19692,NO043,M,<18,56145.0
19693,NO043,M,TOTAL,224381.0
19694,NO043,T,18-29,61303.0
19695,NO043,T,30-39,64037.0
19696,NO043,T,40+,194718.0
19697,NO043,T,TOTAL,442266.0
19698,NO05,F,18-29,65910.0
19699,NO05,F,30-39,53035.0
19700,NO05,F,40+,207890.0
19701,NO05,F,<18,96156.0
19702,NO05,F,TOTAL,422991.0
19703,NO05,M,18-29,70415.0
19704,NO05,M,30-39,58054.0
19705,NO05,M,40+,202037.0
19706,NO05,M,<18,100793.0
19707,NO05,M,TOTAL,431299.0
19708,NO05,T,18-29,113219.0
19709,NO05,T,30-39,111089.0
19710,NO05,T,40+,409927.0
19711,NO05,T,TOTAL,854290.0
19712,NO051,F,18-29,39861.0
19713,NO051,F,30-39,32554.0
19714,NO051,F,40+,115221.0
19715,NO051,F,<18,55561.0
19716,NO051,F,TOTAL,243197.0
19717,NO051,M,18-29,42014.0
19718,NO051,M,30-39,35541.0
19719,NO051,M,40+,111030.0
19720,NO051,M,<18,58005.0
19721,NO051,M,TOTAL,246590.0
19722,NO051,T,18-29,68940.0
19723,NO051,T,30-39,68095.0
19724,NO051,T,40+,226251.0
19725,NO051,T,TOTAL,489787.0
19726,NO052,F,18-29,7736.0
19727,NO052,F,30-39,5808.0
19728,NO052,F,40+,27497.0
19729,NO052,F,<18,12240.0
19730,NO052,F,TOTAL,53281.0
19731,NO052,M,18-29,8264.0
19732,NO052,M,30-39,6256.0
19733,NO052,M,40+,27256.0
19734,NO052,M,<18,13065.0
19735,NO052,M,TOTAL,54841.0
19736,NO052,T,18-29,12801.0
19737,NO052,T,30-39,12064.0
19738,NO052,T,40+,54753.0
19739,NO052,T,TOTAL,108122.0
19740,NO053,F,18-29,18313.0
19741,NO053,F,30-39,14673.0
19742,NO053,F,40+,65172.0
19743,NO053,F,<18,28355.0
19744,NO053,F,TOTAL,126513.0
19745,NO053,M,18-29,20137.0
19746,NO053,M,30-39,16257.0
19747,NO053,M,40+,63751.0
19748,NO053,M,<18,29723.0
19749,NO053,M,TOTAL,129868.0
19750,NO053,T,18-29,31478.0
19751,NO053,T,30-39,30930.0
19752,NO053,T,40+,128923.0
19753,NO053,T,TOTAL,256381.0
19754,NO06,F,18-29,34424.0
19755,NO06,F,30-39,26733.0
19756,NO06,F,40+,105676.0
19757,NO06,F,<18,46989.0
19758,NO06,F,TOTAL,213822.0
19759,NO06,M,18-29,36996.0
19760,NO06,M,30-39,28760.0
19761,NO06,M,40+,101538.0
19762,NO06,M,<18,49572.0
19763,NO06,M,TOTAL,216866.0
19764,NO06,T,18-29,59778.0
19765,NO06,T,30-39,55493.0
19766,NO06,T,40+,207214.0
19767,NO06,T,TOTAL,430688.0
19768,NO061,F,18-29,25011.0
19769,NO061,F,30-39,19411.0
19770,NO061,F,40+,71162.0
19771,NO061,F,<18,31891.0
19772,NO061,F,TOTAL,147475.0
19773,NO061,M,18-29,27150.0
19774,NO061,M,30-39,21216.0
19775,NO061,M,40+,68010.0
19776,NO061,M,<18,33733.0
19777,NO061,M,TOTAL,150109.0
19778,NO061,T,18-29,44350.0
19779,NO061,T,30-39,40627.0
19780,NO061,T,40+,139172.0
19781,NO061,T,TOTAL,297584.0
19782,NO062,F,18-29,9413.0
19783,NO062,F,30-39,7322.0
19784,NO062,F,40+,34514.0
19785,NO062,F,<18,15098.0
19786,NO062,F,TOTAL,66347.0
19787,NO062,M,18-29,9846.0
19788,NO062,M,30-39,7544.0
19789,NO062,M,40+,33528.0
19790,NO062,M,<18,15839.0
19791,NO062,M,TOTAL,66757.0
19792,NO062,T,18-29,15428.0
19793,NO062,T,30-39,14866.0
19794,NO062,T,40+,68042.0
19795,NO062,T,TOTAL,133104.0
19796,NO07,F,18-29,34259.0
19797,NO07,F,30-39,27364.0
19798,NO07,F,40+,120313.0
19799,NO07,F,<18,50563.0
19800,NO07,F,TOTAL,232499.0
19801,NO07,M,18-29,37436.0
19802,NO07,M,30-39,28377.0
19803,NO07,M,40+,117841.0
19804,NO07,M,<18,53545.0
19805,NO07,M,TOTAL,237199.0
19806,NO07,T,18-29,58333.0
19807,NO07,T,30-39,55741.0
19808,NO07,T,40+,238154.0
19809,NO07,T,TOTAL,469698.0
19810,NO071,F,18-29,16708.0
19811,NO071,F,30-39,13244.0
19812,NO071,F,40+,62924.0
19813,NO071,F,<18,25432.0
19814,NO071,F,TOTAL,118308.0
19815,NO071,M,18-29,18429.0
19816,NO071,M,30-39,13395.0
19817,NO071,M,40+,60962.0
19818,NO071,M,<18,26762.0
19819,NO071,M,TOTAL,119548.0
19820,NO071,T,18-29,28360.0
19821,NO071,T,30-39,26639.0
19822,NO071,T,40+,123886.0
19823,NO071,T,TOTAL,237856.0
19824,NO072,F,18-29,12085.0
19825,NO072,F,30-39,9821.0
19826,NO072,F,40+,39365.0
19827,NO072,F,<18,17029.0
19828,NO072,F,TOTAL,78300.0
19829,NO072,M,18-29,12911.0
19830,NO072,M,30-39,10346.0
19831,NO072,M,40+,38345.0
19832,NO072,M,<18,18246.0
19833,NO072,M,TOTAL,79848.0
19834,NO072,T,18-29,20519.0
19835,NO072,T,30-39,20167.0
19836,NO072,T,40+,77710.0
19837,NO072,T,TOTAL,158148.0
19838,NO073,F,18-29,5466.0
19839,NO073,F,30-39,4299.0
19840,NO073,F,40+,18024.0
19841,NO073,F,<18,8102.0
19842,NO073,F,TOTAL,35891.0
19843,NO073,M,18-29,6096.0
19844,NO073,M,30-39,4636.0
19845,NO073,M,40+,18534.0
19846,NO073,M,<18,8537.0
19847,NO073,M,TOTAL,37803.0
19848,NO073,T,18-29,9454.0
19849,NO073,T,30-39,8935.0
19850,NO073,T,40+,36558.0
19851,NO073,T,TOTAL,73694.0
19852,NOZ,F,18-29,96.0
19853,NOZ,F,30-39,130.0
19854,NOZ,F,40+,282.0
19855,NOZ,F,<18,171.0
19856,NOZ,F,TOTAL,679.0
19857,NOZ,M,18-29,163.0
19858,NOZ,M,30-39,227.0
19859,NOZ,M,40+,433.0
19860,NOZ,M,<18,214.0
19861,NOZ,M,TOTAL,1037.0
19862,NOZ,T,18-29,229.0
19863,NOZ,T,30-39,357.0
19864,NOZ,T,40+,715.0
19865,NOZ,T,TOTAL,1716.0
19866,NOZZ,F,18-29,96.0
19867,NOZZ,F,30-39,130.0
19868,NOZZ,F,40+,282.0
19869,NOZZ,F,<18,171.0
19870,NOZZ,F,TOTAL,679.0
19871,NOZZ,M,18-29,163.0
19872,NOZZ,M,30-39,227.0
19873,NOZZ,M,40+,433.0
19874,NOZZ,M,<18,214.0
19875,NOZZ,M,TOTAL,1037.0
19876,NOZZ,T,18-29,229.0
19877,NOZZ,T,30-39,357.0
19878,NOZZ,T,40+,715.0
19879,NOZZ,T,TOTAL,1716.0
19880,NOZZZ,F,18-29,96.0
19881,NOZZZ,F,30-39,130.0
19882,NOZZZ,F,40+,282.0
19883,NOZZZ,F,<18,171.0
19884,NOZZZ,F,TOTAL,679.0
19885,NOZZZ,M,18-29,163.0
19886,NOZZZ,M,30-39,227.0
19887,NOZZZ,M,40+,433.0
19888,NOZZZ,M,<18,214.0
19889,NOZZZ,M,TOTAL,1037.0
19890,NOZZZ,T,18-29,229.0
19891,NOZZZ,T,30-39,357.0
19892,NOZZZ,T,40+,715.0
19893,NOZZZ,T,TOTAL,1716.0
19894,PL,F,18-29,3420383.0
19895,PL,F,30-39,2847387.0
19896,PL,F,40+,9874244.0
19897,PL,F,<18,3482162.0
19898,PL,F,TOTAL,19624176.0
19899,PL,M,18-29,3554987.0
19900,PL,M,30-39,2934429.0
19901,PL,M,40+,8269161.0
19902,PL,M,<18,3661812.0
19903,PL,M,TOTAL,18420389.0
19904,PL,T,18-29,5957770.0
19905,PL,T,30-39,5781816.0
19906,PL,T,40+,18143405.0
19907,PL,T,TOTAL,38044565.0
19908,PL1,F,18-29,670088.0
19909,PL1,F,30-39,604428.0
19910,PL1,F,40+,2086264.0
19911,PL1,F,<18,692265.0
19912,PL1,F,TOTAL,4053045.0
19913,PL1,M,18-29,690418.0
19914,PL1,M,30-39,608637.0
19915,PL1,M,40+,1686549.0
19916,PL1,M,<18,728311.0
19917,PL1,M,TOTAL,3713915.0
19918,PL1,T,18-29,1167843.0
19919,PL1,T,30-39,1213065.0
19920,PL1,T,40+,3772813.0
19921,PL1,T,TOTAL,7766960.0
19922,PL11,F,18-29,212105.0
19923,PL11,F,30-39,184668.0
19924,PL11,F,40+,710549.0
19925,PL11,F,<18,213831.0
19926,PL11,F,TOTAL,1321153.0
19927,PL11,M,18-29,222030.0
19928,PL11,M,30-39,191219.0
19929,PL11,M,40+,564780.0
19930,PL11,M,<18,225726.0
19931,PL11,M,TOTAL,1203755.0
19932,PL11,T,18-29,370824.0
19933,PL11,T,30-39,375887.0
19934,PL11,T,40+,1275329.0
19935,PL11,T,TOTAL,2524908.0
19936,PL113,F,18-29,58780.0
19937,PL113,F,30-39,55603.0
19938,PL113,F,40+,231347.0
19939,PL113,F,<18,49805.0
19940,PL113,F,TOTAL,395535.0
19941,PL113,M,18-29,58451.0
19942,PL113,M,30-39,55052.0
19943,PL113,M,40+,164574.0
19944,PL113,M,<18,52633.0
19945,PL113,M,TOTAL,330710.0
19946,PL113,T,18-29,102796.0
19947,PL113,T,30-39,110655.0
19948,PL113,T,40+,395921.0
19949,PL113,T,TOTAL,726245.0
19950,PL114,F,18-29,30915.0
19951,PL114,F,30-39,29351.0
19952,PL114,F,40+,106506.0
19953,PL114,F,<18,32617.0
19954,PL114,F,TOTAL,199389.0
19955,PL114,M,18-29,32404.0
19956,PL114,M,30-39,29485.0
19957,PL114,M,40+,84990.0
19958,PL114,M,<18,34341.0
19959,PL114,M,TOTAL,181220.0
19960,PL114,T,18-29,53970.0
19961,PL114,T,30-39,58836.0
19962,PL114,T,40+,191496.0
19963,PL114,T,TOTAL,380609.0
19964,PL115,F,18-29,52094.0
19965,PL115,F,30-39,42596.0
19966,PL115,F,40+,154518.0
19967,PL115,F,<18,55807.0
19968,PL115,F,TOTAL,305015.0
19969,PL115,M,18-29,55226.0
19970,PL115,M,30-39,45635.0
19971,PL115,M,40+,130263.0
19972,PL115,M,<18,58891.0
19973,PL115,M,TOTAL,290015.0
19974,PL115,T,18-29,90733.0
19975,PL115,T,30-39,88231.0
19976,PL115,T,40+,284781.0
19977,PL115,T,TOTAL,595030.0
19978,PL116,F,18-29,38860.0
19979,PL116,F,30-39,31835.0
19980,PL116,F,40+,117487.0
19981,PL116,F,<18,42631.0
19982,PL116,F,TOTAL,230813.0
19983,PL116,M,18-29,42120.0
19984,PL116,M,30-39,33819.0
19985,PL116,M,40+,100973.0
19986,PL116,M,<18,44742.0
19987,PL116,M,TOTAL,221654.0
19988,PL116,T,18-29,68020.0
19989,PL116,T,30-39,65654.0
19990,PL116,T,40+,218460.0
19991,PL116,T,TOTAL,452467.0
19992,PL117,F,18-29,31456.0
19993,PL117,F,30-39,25283.0
19994,PL117,F,40+,100691.0
19995,PL117,F,<18,32971.0
19996,PL117,F,TOTAL,190401.0
19997,PL117,M,18-29,33829.0
19998,PL117,M,30-39,27228.0
19999,PL117,M,40+,83980.0
20000,PL117,M,<18,35119.0
20001,PL117,M,TOTAL,180156.0
20002,PL117,T,18-29,55305.0
20003,PL117,T,30-39,52511.0
20004,PL117,T,40+,184671.0
20005,PL117,T,TOTAL,370557.0
20006,PL12,F,18-29,457983.0
20007,PL12,F,30-39,419760.0
20008,PL12,F,40+,1375715.0
20009,PL12,F,<18,478434.0
20010,PL12,F,TOTAL,2731892.0
20011,PL12,M,18-29,468388.0
20012,PL12,M,30-39,417418.0
20013,PL12,M,40+,1121769.0
20014,PL12,M,<18,502585.0
20015,PL12,M,TOTAL,2510160.0
20016,PL12,T,18-29,797019.0
20017,PL12,T,30-39,837178.0
20018,PL12,T,40+,2497484.0
20019,PL12,T,TOTAL,5242052.0
20020,PL121,F,18-29,55655.0
20021,PL121,F,30-39,44257.0
20022,PL121,F,40+,160308.0
20023,PL121,F,<18,60455.0
20024,PL121,F,TOTAL,320675.0
20025,PL121,M,18-29,59515.0
20026,PL121,M,30-39,47415.0
20027,PL121,M,40+,136408.0
20028,PL121,M,<18,63880.0
20029,PL121,M,TOTAL,307218.0
20030,PL121,T,18-29,96691.0
20031,PL121,T,30-39,91672.0
20032,PL121,T,40+,296716.0
20033,PL121,T,TOTAL,627893.0
20034,PL122,F,18-29,69623.0
20035,PL122,F,30-39,50280.0
20036,PL122,F,40+,183451.0
20037,PL122,F,<18,76546.0
20038,PL122,F,TOTAL,379900.0
20039,PL122,M,18-29,74887.0
20040,PL122,M,30-39,55866.0
20041,PL122,M,40+,161968.0
20042,PL122,M,<18,80065.0
20043,PL122,M,TOTAL,372786.0
20044,PL122,T,18-29,121615.0
20045,PL122,T,30-39,106146.0
20046,PL122,T,40+,345419.0
20047,PL122,T,TOTAL,752686.0
20048,PL127,F,18-29,144174.0
20049,PL127,F,30-39,153131.0
20050,PL127,F,40+,490814.0
20051,PL127,F,<18,127228.0
20052,PL127,F,TOTAL,915347.0
20053,PL127,M,18-29,137229.0
20054,PL127,M,30-39,139841.0
20055,PL127,M,40+,367965.0
20056,PL127,M,<18,133138.0
20057,PL127,M,TOTAL,778173.0
20058,PL127,T,18-29,250926.0
20059,PL127,T,30-39,292972.0
20060,PL127,T,40+,858779.0
20061,PL127,T,TOTAL,1693520.0
20062,PL128,F,18-29,56350.0
20063,PL128,F,30-39,43227.0
20064,PL128,F,40+,157459.0
20065,PL128,F,<18,59621.0
20066,PL128,F,TOTAL,316657.0
20067,PL128,M,18-29,61044.0
20068,PL128,M,30-39,47038.0
20069,PL128,M,40+,132899.0
20070,PL128,M,<18,63318.0
20071,PL128,M,TOTAL,304299.0
20072,PL128,T,18-29,99124.0
20073,PL128,T,30-39,90265.0
20074,PL128,T,40+,290358.0
20075,PL128,T,TOTAL,620956.0
20076,PL129,F,18-29,68636.0
20077,PL129,F,30-39,64159.0
20078,PL129,F,40+,187677.0
20079,PL129,F,<18,79639.0
20080,PL129,F,TOTAL,400111.0
20081,PL129,M,18-29,70577.0
20082,PL129,M,30-39,64173.0
20083,PL129,M,40+,159432.0
20084,PL129,M,<18,83471.0
20085,PL129,M,TOTAL,377653.0
20086,PL129,T,18-29,118688.0
20087,PL129,T,30-39,128332.0
20088,PL129,T,40+,347109.0
20089,PL129,T,TOTAL,777764.0
20090,PL12A,F,18-29,63545.0
20091,PL12A,F,30-39,64706.0
20092,PL12A,F,40+,196006.0
20093,PL12A,F,<18,74945.0
20094,PL12A,F,TOTAL,399202.0
20095,PL12A,M,18-29,65136.0
20096,PL12A,M,30-39,63085.0
20097,PL12A,M,40+,163097.0
20098,PL12A,M,<18,78713.0
20099,PL12A,M,TOTAL,370031.0
20100,PL12A,T,18-29,109975.0
20101,PL12A,T,30-39,127791.0
20102,PL12A,T,40+,359103.0
20103,PL12A,T,TOTAL,769233.0
20104,PL2,F,18-29,708398.0
20105,PL2,F,30-39,589331.0
20106,PL2,F,40+,2060072.0
20107,PL2,F,<18,705628.0
20108,PL2,F,TOTAL,4063429.0
20109,PL2,M,18-29,732390.0
20110,PL2,M,30-39,602065.0
20111,PL2,M,40+,1737785.0
20112,PL2,M,<18,739824.0
20113,PL2,M,TOTAL,3812064.0
20114,PL2,T,18-29,1233495.0
20115,PL2,T,30-39,1191396.0
20116,PL2,T,40+,3797857.0
20117,PL2,T,TOTAL,7875493.0
20118,PL21,F,18-29,308796.0
20119,PL21,F,30-39,248525.0
20120,PL21,F,40+,818377.0
20121,PL21,F,<18,319775.0
20122,PL21,F,TOTAL,1695473.0
20123,PL21,M,18-29,317536.0
20124,PL21,M,30-39,252657.0
20125,PL21,M,40+,693127.0
20126,PL21,M,<18,335521.0
20127,PL21,M,TOTAL,1598841.0
20128,PL21,T,18-29,532432.0
20129,PL21,T,30-39,501182.0
20130,PL21,T,40+,1511504.0
20131,PL21,T,TOTAL,3294314.0
20132,PL213,F,18-29,72837.0
20133,PL213,F,30-39,62324.0
20134,PL213,F,40+,207054.0
20135,PL213,F,<18,56679.0
20136,PL213,F,TOTAL,398894.0
20137,PL213,M,18-29,70707.0
20138,PL213,M,30-39,59923.0
20139,PL213,M,40+,159656.0
20140,PL213,M,<18,59554.0
20141,PL213,M,TOTAL,349840.0
20142,PL213,T,18-29,126740.0
20143,PL213,T,30-39,122247.0
20144,PL213,T,40+,366710.0
20145,PL213,T,TOTAL,748734.0
20146,PL214,F,18-29,63630.0
20147,PL214,F,30-39,52149.0
20148,PL214,F,40+,163733.0
20149,PL214,F,<18,70649.0
20150,PL214,F,TOTAL,350161.0
20151,PL214,M,18-29,65837.0
20152,PL214,M,30-39,53744.0
20153,PL214,M,40+,144251.0
20154,PL214,M,<18,73754.0
20155,PL214,M,TOTAL,337586.0
20156,PL214,T,18-29,109278.0
20157,PL214,T,30-39,105893.0
20158,PL214,T,40+,307984.0
20159,PL214,T,TOTAL,687747.0
20160,PL215,F,18-29,73924.0
20161,PL215,F,30-39,55296.0
20162,PL215,F,40+,174623.0
20163,PL215,F,<18,87442.0
20164,PL215,F,TOTAL,391285.0
20165,PL215,M,18-29,76987.0
20166,PL215,M,30-39,56889.0
20167,PL215,M,40+,153866.0
20168,PL215,M,<18,92268.0
20169,PL215,M,TOTAL,380010.0
20170,PL215,T,18-29,125769.0
20171,PL215,T,30-39,112185.0
20172,PL215,T,40+,328489.0
20173,PL215,T,TOTAL,771295.0
20174,PL216,F,18-29,56240.0
20175,PL216,F,30-39,46037.0
20176,PL216,F,40+,162688.0
20177,PL216,F,<18,59186.0
20178,PL216,F,TOTAL,324151.0
20179,PL216,M,18-29,59741.0
20180,PL216,M,30-39,48368.0
20181,PL216,M,40+,140142.0
20182,PL216,M,<18,61711.0
20183,PL216,M,TOTAL,309962.0
20184,PL216,T,18-29,98314.0
20185,PL216,T,30-39,94405.0
20186,PL216,T,40+,302830.0
20187,PL216,T,TOTAL,634113.0
20188,PL217,F,18-29,42165.0
20189,PL217,F,30-39,32719.0
20190,PL217,F,40+,110279.0
20191,PL217,F,<18,45819.0
20192,PL217,F,TOTAL,230982.0
20193,PL217,M,18-29,44264.0
20194,PL217,M,30-39,33733.0
20195,PL217,M,40+,95212.0
20196,PL217,M,<18,48234.0
20197,PL217,M,TOTAL,221443.0
20198,PL217,T,18-29,72331.0
20199,PL217,T,30-39,66452.0
20200,PL217,T,40+,205491.0
20201,PL217,T,TOTAL,452425.0
20202,PL22,F,18-29,399602.0
20203,PL22,F,30-39,340806.0
20204,PL22,F,40+,1241695.0
20205,PL22,F,<18,385853.0
20206,PL22,F,TOTAL,2367956.0
20207,PL22,M,18-29,414854.0
20208,PL22,M,30-39,349408.0
20209,PL22,M,40+,1044658.0
20210,PL22,M,<18,404303.0
20211,PL22,M,TOTAL,2213223.0
20212,PL22,T,18-29,701063.0
20213,PL22,T,30-39,690214.0
20214,PL22,T,40+,2286353.0
20215,PL22,T,TOTAL,4581179.0
20216,PL224,F,18-29,43986.0
20217,PL224,F,30-39,38561.0
20218,PL224,F,40+,147045.0
20219,PL224,F,<18,43735.0
20220,PL224,F,TOTAL,273327.0
20221,PL224,M,18-29,46595.0
20222,PL224,M,30-39,39709.0
20223,PL224,M,40+,120812.0
20224,PL224,M,<18,45964.0
20225,PL224,M,TOTAL,253080.0
20226,PL224,T,18-29,77207.0
20227,PL224,T,30-39,78270.0
20228,PL224,T,40+,267857.0
20229,PL224,T,TOTAL,526407.0
20230,PL225,F,18-29,57672.0
20231,PL225,F,30-39,49112.0
20232,PL225,F,40+,171065.0
20233,PL225,F,<18,61006.0
20234,PL225,F,TOTAL,338855.0
20235,PL225,M,18-29,59387.0
20236,PL225,M,30-39,50260.0
20237,PL225,M,40+,142209.0
20238,PL225,M,<18,63698.0
20239,PL225,M,TOTAL,315554.0
20240,PL225,T,18-29,99495.0
20241,PL225,T,30-39,99372.0
20242,PL225,T,40+,313274.0
20243,PL225,T,TOTAL,654409.0
20244,PL227,F,18-29,56652.0
20245,PL227,F,30-39,47090.0
20246,PL227,F,40+,160446.0
20247,PL227,F,<18,56863.0
20248,PL227,F,TOTAL,321051.0
20249,PL227,M,18-29,58703.0
20250,PL227,M,30-39,48469.0
20251,PL227,M,40+,139831.0
20252,PL227,M,<18,59453.0
20253,PL227,M,TOTAL,306456.0
20254,PL227,T,18-29,98949.0
20255,PL227,T,30-39,95559.0
20256,PL227,T,40+,300277.0
20257,PL227,T,TOTAL,627507.0
20258,PL228,F,18-29,38783.0
20259,PL228,F,30-39,32311.0
20260,PL228,F,40+,120187.0
20261,PL228,F,<18,37161.0
20262,PL228,F,TOTAL,228442.0
20263,PL228,M,18-29,40371.0
20264,PL228,M,30-39,33268.0
20265,PL228,M,40+,101682.0
20266,PL228,M,<18,39132.0
20267,PL228,M,TOTAL,214453.0
20268,PL228,T,18-29,68052.0
20269,PL228,T,30-39,65579.0
20270,PL228,T,40+,221869.0
20271,PL228,T,TOTAL,442895.0
20272,PL229,F,18-29,42992.0
20273,PL229,F,30-39,35613.0
20274,PL229,F,40+,128908.0
20275,PL229,F,<18,38778.0
20276,PL229,F,TOTAL,246291.0
20277,PL229,M,18-29,43809.0
20278,PL229,M,30-39,35387.0
20279,PL229,M,40+,111131.0
20280,PL229,M,<18,40619.0
20281,PL229,M,TOTAL,230946.0
20282,PL229,T,18-29,75219.0
20283,PL229,T,30-39,71000.0
20284,PL229,T,40+,240039.0
20285,PL229,T,TOTAL,477237.0
20286,PL22A,F,18-29,66340.0
20287,PL22A,F,30-39,55499.0
20288,PL22A,F,40+,214121.0
20289,PL22A,F,<18,59861.0
20290,PL22A,F,TOTAL,395821.0
20291,PL22A,M,18-29,68470.0
20292,PL22A,M,30-39,56513.0
20293,PL22A,M,40+,178557.0
20294,PL22A,M,<18,62663.0
20295,PL22A,M,TOTAL,366203.0
20296,PL22A,T,18-29,116736.0
20297,PL22A,T,30-39,112012.0
20298,PL22A,T,40+,392678.0
20299,PL22A,T,TOTAL,762024.0
20300,PL22B,F,18-29,57281.0
20301,PL22B,F,30-39,53765.0
20302,PL22B,F,40+,203258.0
20303,PL22B,F,<18,53277.0
20304,PL22B,F,TOTAL,367581.0
20305,PL22B,M,18-29,59985.0
20306,PL22B,M,30-39,56189.0
20307,PL22B,M,40+,166616.0
20308,PL22B,M,<18,55989.0
20309,PL22B,M,TOTAL,338779.0
20310,PL22B,T,18-29,102092.0
20311,PL22B,T,30-39,109954.0
20312,PL22B,T,40+,369874.0
20313,PL22B,T,TOTAL,706360.0
20314,PL22C,F,18-29,35896.0
20315,PL22C,F,30-39,28855.0
20316,PL22C,F,40+,96665.0
20317,PL22C,F,<18,35172.0
20318,PL22C,F,TOTAL,196588.0
20319,PL22C,M,18-29,37534.0
20320,PL22C,M,30-39,29613.0
20321,PL22C,M,40+,83820.0
20322,PL22C,M,<18,36785.0
20323,PL22C,M,TOTAL,187752.0
20324,PL22C,T,18-29,63313.0
20325,PL22C,T,30-39,58468.0
20326,PL22C,T,40+,180485.0
20327,PL22C,T,TOTAL,384340.0
20328,PL3,F,18-29,611866.0
20329,PL3,F,30-39,470294.0
20330,PL3,F,40+,1711137.0
20331,PL3,F,<18,627839.0
20332,PL3,F,TOTAL,3421136.0
20333,PL3,M,18-29,648441.0
20334,PL3,M,30-39,498243.0
20335,PL3,M,40+,1449434.0
20336,PL3,M,<18,659536.0
